ident,expense_total,income_assetsales,hours_outside_age16_65,treatment,hours_outside_age6_65,hours_chores_age6_65,members_resid,nadults_resid,head_age,act_livestock,act_business,borrowed_total
031045,39600,0,16,0,16,35,NA,NA,NA,NA,NA,NA
037094,47900,0,0,0,0,78,NA,NA,NA,NA,NA,NA
031048,4150,0,0,0,0,18,NA,NA,NA,NA,NA,NA
031105,5570,0,0,0,0,0,NA,NA,NA,NA,NA,NA
031002,35500,0,0,0,0,35,NA,NA,NA,NA,NA,NA
031053,7700,0,80,0,80,91,NA,NA,NA,NA,NA,NA
031015,6670,0,84,0,84,126,NA,NA,NA,NA,NA,NA
031076,300,0,48,0,48,49,NA,NA,NA,NA,NA,NA
040024,82750,0,0,0,0,44,NA,NA,NA,NA,NA,NA
031108,8700,0,0,0,0,147,NA,NA,NA,NA,NA,NA
031086,0,0,0,0,0,90,NA,NA,NA,NA,NA,NA
031096,26500,0,25,0,25,168,9,6,83,1,0,0
031047,12706,0,0,0,0,210,8,7,49,1,0,0
031039,15020,0,0,0,0,42,7,5,47,1,0,0
036082,14520,0,12,0,12,201,15,16,58,1,0,0
031111,35052,0,0,0,0,0,5,4,72,1,0,0
036088,24100,0,0,0,0,49,7,2,35,1,0,0
031026,0,0,0,0,60,49,4,2,30,0,0,0
031035,15020,0,0,0,0,168,7,7,72,1,0,0
040119,8100,0,0,0,0,35,3,3,78,0,0,0
040019,96000,0,0,0,0,0,2,2,34,0,1,0
031104,0,0,0,0,70,112,6,3,42,0,0,1
031037,10810,0,0,0,0,0,8,2,41,1,0,1
036017,0,0,0,0,56,0,5,2,32,0,0,0
040116,8400,0,0,0,0,75,7,3,37,1,0,0
031020,5810,0,0,0,0,63,8,8,55,1,0,0
036120,3720,0,0,0,70,70,5,2,32,1,0,0
040081,2100,0,0,0,0,84,4,4,57,1,0,0
031034,5560,0,0,0,0,133,8,6,42,1,0,0
031069,5206,0,0,0,24,116,15,10,55,1,0,0
036022,5800,0,0,0,0,42,8,4,43,0,0,0
036078,70051,0,0,0,0,0,2,2,85,1,1,0
031087,14500,0,54,0,54,42,2,2,48,1,0,0
031103,1290,0,190,0,190,84,8,8,60,1,0,0
040010,50600,0,0,0,0,168,9,7,53,0,0,0
031080,52245,0,48,0,48,21,7,5,50,1,1,0
037063,0,0,48,0,48,54,3,2,44,0,0,0
036005,0,0,56,0,56,0,4,2,31,0,0,0
036107,0,0,136,0,136,31,10,6,50,0,0,0
031102,0,0,56,0,56,42,3,2,26,0,0,0
025080,550,0,0,1,0,23,NA,NA,NA,NA,NA,NA
039057,48930,0,0,1,63,91,NA,NA,NA,NA,NA,NA
033028,9910,0,0,1,0,42,NA,NA,NA,NA,NA,NA
033044,2195,0,0,1,0,101,NA,NA,NA,NA,NA,NA
034015,2400,0,0,1,0,42,NA,NA,NA,NA,NA,NA
033019,13800,0,0,1,0,122,NA,NA,NA,NA,NA,NA
033096,17750,0,0,1,0,84,NA,NA,NA,NA,NA,NA
033076,11740,0,0,1,0,42,NA,NA,NA,NA,NA,NA
033007,4950,0,56,1,56,37,NA,NA,NA,NA,NA,NA
033079,3700,0,56,1,175,63,NA,NA,NA,NA,NA,NA
025062,24000,0,0,1,0,28,NA,NA,NA,NA,NA,NA
033069,4200,0,0,1,0,28,NA,NA,NA,NA,NA,NA
033018,15510,0,0,1,0,40,NA,NA,NA,NA,NA,NA
039071,36940,0,36,1,36,147,NA,NA,NA,NA,NA,NA
033027,2140,0,0,1,0,168,NA,NA,NA,NA,NA,NA
033017,7690,0,0,1,0,91,NA,NA,NA,NA,NA,NA
033100,1050,0,160,1,160,91,NA,NA,NA,NA,NA,NA
034051,1700,0,0,1,0,57,NA,NA,NA,NA,NA,NA
025061,34390,0,0,1,0,126,NA,NA,NA,NA,NA,NA
033099,3700,0,0,1,0,39,NA,NA,NA,NA,NA,NA
025101,4200,0,0,1,0,46,NA,NA,NA,NA,NA,NA
034021,14400,0,16,1,48,84,NA,NA,NA,NA,NA,NA
034042,24980,0,0,1,0,22,NA,NA,NA,NA,NA,NA
033077,14730,0,0,1,0,168,NA,NA,NA,NA,NA,NA
034049,1050,0,0,1,0,31,NA,NA,NA,NA,NA,NA
033115,950,0,0,1,0,42,NA,NA,NA,NA,NA,NA
025039,0,0,0,1,0,28,5,4,71,0,0,0
034038,19600,0,0,1,14,245,8,4,45,1,0,0
033110,0,0,140,1,140,42,6,4,60,1,0,0
033031,880,0,0,1,0,126,5,3,38,1,0,0
033048,279200,0,0,1,0,56,4,4,34,1,0,0
025081,7450,0,0,1,0,42,6,5,28,1,0,0
033064,3600,0,0,1,0,117,13,7,72,1,0,0
033091,10596,0,152,1,152,70,7,7,64,1,0,0
033054,47530,0,0,1,0,42,7,4,75,1,0,0
034072,29000,0,0,1,0,56,4,4,90,1,0,0
033074,6700,0,0,1,0,42,3,2,43,1,0,0
033108,27860,0,0,1,0,0,4,2,38,0,1,1
034114,52340,0,0,1,0,28,10,8,47,1,0,0
034120,32400,0,112,1,168,56,10,6,55,1,0,1
033066,800,0,0,1,0,84,6,5,71,1,0,1
033107,51050,0,0,1,0,61,10,6,62,1,0,0
039093,2000,0,0,1,0,128,11,6,36,0,0,0
033085,2820,0,0,1,0,42,6,5,57,0,0,0
033013,5800,0,0,1,0,70,5,5,33,1,0,0
039033,4340,0,0,1,0,34,4,2,32,0,0,0
039040,18570,0,0,1,0,56,5,5,52,0,0,0
033089,23330,0,56,1,56,42,7,4,75,0,0,0
033023,35540,0,0,1,0,36,7,3,38,1,0,0
039016,6760,0,0,1,0,91,8,2,43,0,0,0
034060,57000,0,0,1,0,168,11,9,45,1,0,0
039004,0,0,0,1,0,42,3,2,37,0,0,0
039094,6910,0,0,1,0,0,7,4,43,1,0,0
033029,8820,0,0,1,0,56,2,2,62,1,0,0
039059,20650,0,0,1,0,56,6,6,52,1,0,0
039006,5700,0,0,1,0,77,6,5,45,0,0,0
045052,0,0,40,0,40,35,NA,NA,NA,NA,NA,NA
045049,0,0,0,0,63,35,NA,NA,NA,NA,NA,NA
045035,0,0,88,0,88,0,NA,NA,NA,NA,NA,NA
045033,0,0,0,0,0,35,NA,NA,NA,NA,NA,NA
045040,0,0,40,0,40,35,4,4,34,0,0,0
045045,0,0,0,0,0,0,5,0,NA,0,0,0
045059,0,0,112,0,168,84,7,5,47,0,0,0
045014,0,0,0,0,56,56,4,3,48,0,0,1
045051,0,0,0,0,0,42,3,2,28,0,0,0
045069,12000,0,0,0,0,42,3,2,45,0,1,0
045074,12960,0,104,0,104,70,10,7,31,0,1,0
045034,0,0,126,0,126,84,8,6,32,0,0,0
045031,0,0,0,0,0,35,6,2,48,0,0,0
045064,5280,0,56,0,56,35,6,3,45,0,1,0
045054,8040,0,48,0,48,28,4,2,49,1,0,0
045018,0,0,0,0,0,0,4,4,36,0,0,0
045056,0,0,56,0,56,42,5,2,42,0,0,0
045041,0,0,0,0,0,42,5,4,40,0,0,0
045048,0,0,131,0,131,63,11,9,49,0,0,0
045013,1320,0,112,0,112,14,6,5,71,1,0,0
045080,0,0,0,0,0,35,5,2,41,0,0,0
045042,0,0,28,0,28,70,9,4,32,0,0,0
045010,4320,0,0,0,0,35,6,4,51,0,1,0
045068,0,0,112,0,112,42,4,4,28,0,0,0
046012,22240,0,0,1,0,84,NA,NA,NA,NA,NA,NA
046032,358160,0,0,1,0,91,NA,NA,NA,NA,NA,NA
046031,0,0,0,1,0,35,NA,NA,NA,NA,NA,NA
046002,6200,0,0,1,0,0,NA,NA,NA,NA,NA,NA
046005,25740,0,112,1,112,84,NA,NA,NA,NA,NA,NA
046057,24000,0,0,1,0,35,5,3,40,0,1,0
046099,0,0,0,1,56,42,4,3,40,0,0,0
046076,0,0,56,1,72,49,4,3,45,0,0,0
046092,0,0,56,1,56,35,3,2,32,0,0,0
046049,0,0,56,1,56,42,3,2,40,0,0,0
046018,200,0,56,1,56,0,3,2,52,1,0,0
046035,30400,0,0,1,0,63,6,6,64,0,0,0
046051,0,0,0,1,0,35,4,2,41,0,0,0
046079,0,0,16,1,16,63,5,3,45,0,0,1
046086,0,0,56,1,96,35,7,5,50,0,0,0
046064,0,0,56,1,56,0,3,2,30,0,0,1
046015,0,0,112,1,112,126,9,5,58,0,0,0
046081,0,0,0,1,56,42,4,2,42,0,0,0
046030,0,0,56,1,112,70,8,4,49,0,0,1
046063,30840,0,0,1,0,35,5,5,54,1,0,0
046013,19650,0,48,1,48,28,5,4,25,1,0,0
046026,0,0,56,1,56,0,2,2,34,0,0,0
046037,0,0,48,1,48,35,5,2,32,0,0,0
046021,13250,0,64,1,64,126,7,6,NA,1,0,0
046075,0,0,56,1,56,0,4,2,29,0,0,0
046045,0,0,84,1,84,35,3,2,50,0,0,0
046041,0,0,0,1,0,63,3,3,65,0,0,0
046023,0,0,88,1,120,112,8,6,50,0,0,0
046071,7820,0,0,1,0,35,6,2,31,1,0,1
046074,0,0,56,1,56,56,8,2,45,0,0,0
215060,5480,0,192,0,192,108,NA,NA,NA,NA,NA,NA
215070,6990,0,0,0,0,105,NA,NA,NA,NA,NA,NA
215101,3192,0,48,0,48,140,NA,NA,NA,NA,NA,NA
215111,8220,0,70,0,70,105,NA,NA,NA,NA,NA,NA
215096,5580,0,7,0,7,105,NA,NA,NA,NA,NA,NA
215020,1060,0,0,0,0,119,9,6,62,1,0,0
215012,1200,0,0,0,14,154,12,7,42,1,0,0
215108,4150,0,0,0,0,84,9,9,68,0,0,1
215039,0,0,0,0,0,49,7,3,64,1,0,0
215114,1800,0,0,0,0,192,7,6,78,1,0,0
215017,0,0,48,0,48,102,9,5,38,1,0,1
215098,0,0,0,0,0,126,4,4,60,0,0,0
215003,0,0,42,0,42,56,3,2,37,0,0,0
215014,4700,0,104,0,104,114,9,8,64,1,0,0
215056,3380,0,48,0,48,21,5,2,30,1,0,1
215015,1210,0,0,0,0,70,9,6,50,1,0,1
215028,121350,0,0,0,0,140,10,6,76,1,1,0
215089,2340,0,0,0,42,49,6,2,36,1,0,0
215100,0,0,0,0,60,92,14,7,78,0,0,0
215066,1350,0,60,0,60,98,7,7,68,1,0,0
215055,0,0,0,0,0,55,6,2,36,1,0,1
215051,0,0,0,0,0,49,4,2,56,1,0,0
215094,3260,0,0,0,0,49,3,2,34,1,0,1
215058,1620,0,0,0,0,49,3,2,NA,1,0,0
215025,3180,0,42,0,42,49,4,4,46,1,0,0
215042,1150,0,54,0,54,42,8,6,56,1,0,0
215008,1500,0,42,0,42,56,2,2,32,1,0,0
215036,0,0,0,0,0,42,2,2,52,1,0,0
215052,2580,0,0,0,0,49,6,2,50,1,0,0
215075,600,0,0,0,0,42,4,3,84,1,0,0
215065,2040,0,0,0,0,42,5,2,53,1,0,0
221053,14000,0,0,1,0,0,NA,NA,NA,NA,NA,NA
218101,0,0,0,1,48,42,NA,NA,NA,NA,NA,NA
218083,3300,0,0,1,0,119,NA,NA,NA,NA,NA,NA
221007,13595,0,90,1,90,131,NA,NA,NA,NA,NA,NA
221094,480,0,0,1,0,112,5,5,53,1,0,1
221075,0,0,48,1,90,0,7,5,50,0,0,1
221043,5400,0,90,1,90,144,10,7,55,1,0,1
221022,8760,0,48,1,48,119,7,5,56,1,0,1
218100,156000,0,0,1,0,42,5,2,28,0,1,0
221027,107550,0,48,1,48,114,8,6,75,1,0,0
218073,0,0,0,1,0,0,4,2,30,1,0,0
221096,3850,0,0,1,0,44,7,2,41,1,0,1
221055,360,0,0,1,49,70,8,4,51,1,0,1
221054,0,0,48,1,48,63,2,2,30,0,0,1
221071,2970,0,30,1,30,84,4,4,52,1,0,1
221109,620,0,20,1,20,70,6,5,57,1,1,1
221034,9950,0,0,1,77,91,6,3,22,1,0,1
221113,3725,0,32,1,72,42,8,3,42,1,0,0
218047,4115,0,0,1,0,42,4,4,65,1,0,0
221009,3650,0,60,1,60,112,9,7,60,1,0,1
221106,0,0,0,1,0,0,7,2,43,0,0,0
221029,5160,0,112,1,112,119,9,7,46,1,0,0
221037,3250,0,182,1,182,6,8,7,52,1,0,1
218080,0,0,0,1,0,56,4,2,31,1,0,0
221110,8950,0,96,1,96,42,5,4,58,1,0,0
221002,5300,0,118,1,118,66,5,5,92,1,0,0
221111,9570,0,104,1,104,112,14,11,36,1,0,0
221033,7080,0,48,1,48,161,7,4,55,1,0,0
221016,4080,0,42,1,90,77,6,3,NA,1,0,0
218072,0,0,60,1,60,42,3,2,29,0,0,0
221025,14660,0,0,1,0,77,4,4,86,1,0,0
221084,4200,0,0,1,0,42,6,2,38,1,1,0
193003,18780,0,0,0,0,98,NA,NA,NA,NA,NA,NA
193049,159780,0,84,0,84,147,NA,NA,NA,NA,NA,NA
193087,2040,0,0,0,0,97,NA,NA,NA,NA,NA,NA
193082,12400,0,136,0,136,47,NA,NA,NA,NA,NA,NA
193007,360,0,48,0,48,49,NA,NA,NA,NA,NA,NA
193034,53300,0,40,0,40,72,NA,NA,NA,NA,NA,NA
193081,1510,0,0,0,0,21,NA,NA,NA,NA,NA,NA
193089,1350,0,63,0,63,133,NA,NA,NA,NA,NA,NA
193046,4930,0,144,0,144,119,NA,NA,NA,NA,NA,NA
193024,7590,0,186,0,186,96,NA,NA,NA,NA,NA,NA
193062,3850,0,0,0,0,35,NA,NA,NA,NA,NA,NA
193099,650,0,63,0,63,140,NA,NA,NA,NA,NA,NA
193021,0,0,84,0,84,140,NA,NA,NA,NA,NA,NA
193053,17695,0,0,0,0,83,NA,NA,NA,NA,NA,NA
193025,39880,0,0,0,0,42,NA,NA,NA,NA,NA,NA
193076,13550,0,63,0,63,98,NA,NA,NA,NA,NA,NA
193045,40150,0,56,0,56,119,NA,NA,NA,NA,NA,NA
193026,27320,0,56,0,56,140,NA,NA,NA,NA,NA,NA
193019,690,0,0,0,0,56,NA,NA,NA,NA,NA,NA
193096,14490,0,35,0,35,42,NA,NA,NA,NA,NA,NA
193060,4491,0,63,0,63,77,NA,NA,NA,NA,NA,NA
193040,3000,0,240,0,240,140,NA,NA,NA,NA,NA,NA
193055,5950,0,0,0,0,70,NA,NA,NA,NA,NA,NA
193048,57140,0,54,0,54,168,NA,NA,NA,NA,NA,NA
193037,12640,0,0,0,0,49,NA,NA,NA,NA,NA,NA
193008,3830,0,0,0,0,39,NA,NA,NA,NA,NA,NA
193093,11450,0,0,0,0,56,5,5,61,1,0,1
193031,109835,0,0,0,0,107,5,5,67,1,0,0
193005,550,0,28,0,28,56,4,3,NA,0,1,0
193077,0,0,0,0,0,7,6,3,41,0,0,1
193013,7300,0,32,0,32,70,5,5,41,0,1,1
193028,11000,0,0,0,0,105,6,6,82,1,0,1
193004,63164,0,63,0,63,70,5,5,40,1,1,0
193015,128080,0,0,0,0,84,6,5,42,0,1,1
193018,870,0,0,0,0,42,5,2,60,0,1,0
193056,31025,0,24,0,24,42,5,3,32,1,1,1
193092,22340,0,126,0,126,56,5,4,50,1,1,1
193097,0,0,70,0,70,56,5,3,35,0,1,0
193057,173800,0,0,0,0,35,7,5,77,1,1,1
193073,5530,6500,231,0,231,42,7,5,44,0,1,1
193065,0,0,56,0,56,70,6,4,50,0,1,0
193080,0,0,189,0,189,98,7,6,35,0,0,0
193011,150,0,48,0,48,42,6,3,40,0,0,1
193069,3974,0,154,0,154,49,5,5,58,0,0,0
193014,1100,0,0,0,0,36,3,2,36,1,1,1
193074,1015,0,0,0,0,21,3,3,48,1,0,1
193039,880,0,0,0,0,42,3,3,24,0,0,0
193036,6524,0,0,0,0,51,6,3,40,1,0,1
193033,12545,0,0,0,0,91,7,4,64,1,0,1
193091,14820,0,0,0,0,63,7,3,50,1,1,1
193061,3080,0,161,0,161,133,7,6,56,0,0,1
198059,7120,0,0,1,0,35,NA,NA,NA,NA,NA,NA
198077,8980,0,32,1,32,98,NA,NA,NA,NA,NA,NA
198065,0,0,63,1,63,42,NA,NA,NA,NA,NA,NA
198044,1650,0,0,1,0,85,NA,NA,NA,NA,NA,NA
198063,565,0,0,1,0,126,NA,NA,NA,NA,NA,NA
198085,19670,0,0,1,0,63,NA,NA,NA,NA,NA,NA
198035,4850,0,284,1,284,111,NA,NA,NA,NA,NA,NA
198068,326071,0,0,1,0,45,NA,NA,NA,NA,NA,NA
198009,2225,0,0,1,0,49,NA,NA,NA,NA,NA,NA
198038,37760,0,0,1,0,21,NA,NA,NA,NA,NA,NA
198043,16755,0,48,1,48,147,NA,NA,NA,NA,NA,NA
198026,8915,0,0,1,0,28,NA,NA,NA,NA,NA,NA
198024,3050,0,56,1,56,45,NA,NA,NA,NA,NA,NA
198073,1405,0,0,1,0,35,NA,NA,NA,NA,NA,NA
198011,11265,0,168,1,168,48,NA,NA,NA,NA,NA,NA
198082,20710,0,0,1,0,91,NA,NA,NA,NA,NA,NA
198002,3100,0,63,1,63,84,NA,NA,NA,NA,NA,NA
198047,1300,0,0,1,0,115,NA,NA,NA,NA,NA,NA
198022,2540,0,0,1,0,84,NA,NA,NA,NA,NA,NA
198027,1850,0,0,1,0,70,NA,NA,NA,NA,NA,NA
198036,21460,0,0,1,0,105,NA,NA,NA,NA,NA,NA
198006,7135,0,0,1,0,35,NA,NA,NA,NA,NA,NA
198072,44485,0,0,1,0,77,NA,NA,NA,NA,NA,NA
198071,4900,0,126,1,126,91,NA,NA,NA,NA,NA,NA
198020,6685,0,6,1,6,49,NA,NA,NA,NA,NA,NA
198074,1750,0,0,1,0,51,4,2,52,1,0,0
198033,4380,0,56,1,56,54,6,4,50,0,0,1
198025,7600,0,0,1,0,28,5,3,35,1,1,1
198080,950,0,2,1,2,70,4,3,57,1,0,1
198048,187848,0,0,1,0,32,7,5,43,1,1,1
198083,8280,0,0,1,0,53,6,4,54,1,1,1
198070,8080,0,168,1,168,28,6,5,77,0,1,1
198060,0,0,0,1,0,88,3,2,49,0,0,1
198075,7500,0,0,1,0,78,8,7,55,1,0,1
198052,56700,0,0,1,0,28,2,2,55,1,1,1
198081,2870,0,0,1,0,41,4,3,45,0,0,0
198004,80,0,0,1,0,42,4,3,49,0,0,1
198008,0,0,84,1,84,56,3,2,29,0,0,0
198010,6770,0,0,1,0,54,6,4,44,1,0,1
198084,15792,0,0,1,0,58,6,5,39,0,1,1
198062,6655,0,0,1,0,53,8,4,40,1,0,1
198012,450,0,32,1,32,39,5,4,53,1,0,1
198058,206360,0,0,1,0,98,10,7,72,1,1,1
198037,3100,0,0,1,0,42,3,2,26,0,1,0
066002,3850,0,0,0,0,91,NA,NA,NA,NA,NA,NA
066065,0,0,0,0,0,42,NA,NA,NA,NA,NA,NA
066103,69400,0,0,0,0,112,NA,NA,NA,NA,NA,NA
066017,157500,0,27,0,27,149,NA,NA,NA,NA,NA,NA
066061,22300,0,0,0,0,21,NA,NA,NA,NA,NA,NA
066057,15400,0,0,0,0,105,NA,NA,NA,NA,NA,NA
066042,0,0,64,0,64,105,NA,NA,NA,NA,NA,NA
066026,64520,0,24,0,24,56,NA,NA,NA,NA,NA,NA
066105,14160,0,0,0,0,56,NA,NA,NA,NA,NA,NA
066032,30500,0,0,0,0,70,NA,NA,NA,NA,NA,NA
066088,2750,0,0,0,0,140,NA,NA,NA,NA,NA,NA
066078,1800,0,0,0,0,58,NA,NA,NA,NA,NA,NA
066060,15800,0,0,0,0,156,NA,NA,NA,NA,NA,NA
066003,24410,0,0,0,0,77,NA,NA,NA,NA,NA,NA
066077,63460,0,0,0,0,21,NA,NA,NA,NA,NA,NA
066071,10960,0,32,0,32,70,NA,NA,NA,NA,NA,NA
066018,29600,0,119,0,119,56,NA,NA,NA,NA,NA,NA
066006,32000,0,54,0,54,21,NA,NA,NA,NA,NA,NA
066030,3560,0,0,0,0,98,NA,NA,NA,NA,NA,NA
066010,9700,0,80,0,80,94,NA,NA,NA,NA,NA,NA
066001,26720,0,122,0,122,104,NA,NA,NA,NA,NA,NA
066034,3800,0,0,0,0,56,NA,NA,NA,NA,NA,NA
066101,72500,0,30,0,30,49,NA,NA,NA,NA,NA,NA
066016,1890,0,138,0,138,56,NA,NA,NA,NA,NA,NA
066043,3400,0,66,0,66,167,NA,NA,NA,NA,NA,NA
066052,0,0,0,0,0,28,3,3,67,0,0,0
066050,0,0,0,0,0,63,7,2,39,0,0,1
066097,2140,0,0,0,0,56,4,4,75,1,0,1
066051,0,0,32,0,32,70,7,2,45,1,0,1
066044,7870,0,146,0,146,77,10,7,74,1,0,1
066100,8090,0,40,0,40,56,8,4,43,1,0,0
066089,2300,0,0,0,0,42,3,3,60,1,0,1
066080,0,0,0,0,0,0,1,1,81,0,0,0
066021,15290,0,45,0,45,60,7,4,64,1,0,1
066041,10300,0,0,0,0,63,6,2,39,1,0,0
066028,1600,0,14,0,14,49,5,2,43,1,0,0
066095,0,0,54,0,54,77,7,4,47,0,0,0
066025,1200,0,0,0,0,35,4,2,47,1,0,0
066035,900,0,27,0,27,49,3,3,50,1,0,0
066053,82850,0,0,0,0,42,4,4,53,1,1,0
066075,19000,0,24,0,24,49,9,4,46,1,1,0
066059,5910,0,63,0,63,98,8,6,42,1,0,1
066099,2400,0,222,0,222,80,8,8,66,1,0,0
066068,2850,0,0,0,0,84,7,4,58,1,0,1
066090,20710,0,0,0,0,91,10,5,57,1,0,1
066067,0,0,50,0,50,49,2,2,36,0,0,0
066054,8030,0,14,0,14,50,10,2,37,1,0,1
066085,5260,0,20,0,20,147,10,7,62,1,0,0
066069,300,0,49,0,49,42,3,2,42,1,0,0
066008,0,0,0,0,0,56,9,3,48,0,0,1
066037,3660,0,32,0,32,98,10,8,59,1,0,1
067057,8500,0,0,1,0,63,NA,NA,NA,NA,NA,NA
067108,8100,0,32,1,32,105,NA,NA,NA,NA,NA,NA
067077,18700,0,0,1,0,221,NA,NA,NA,NA,NA,NA
067042,19070,0,76,1,76,133,NA,NA,NA,NA,NA,NA
067054,4480,0,0,1,0,120,NA,NA,NA,NA,NA,NA
067060,9370,1000,0,1,0,42,NA,NA,NA,NA,NA,NA
067021,270315,0,88,1,88,112,NA,NA,NA,NA,NA,NA
067048,2360,0,0,1,0,112,NA,NA,NA,NA,NA,NA
067025,1430,0,72,1,72,63,NA,NA,NA,NA,NA,NA
067031,60570,0,0,1,0,112,NA,NA,NA,NA,NA,NA
067080,12780,0,0,1,0,42,NA,NA,NA,NA,NA,NA
067038,14150,0,40,1,40,161,NA,NA,NA,NA,NA,NA
067032,120160,0,96,1,96,70,NA,NA,NA,NA,NA,NA
067107,350,0,132,1,132,119,NA,NA,NA,NA,NA,NA
067091,2120,0,170,1,194,91,NA,NA,NA,NA,NA,NA
067019,7250,0,80,1,80,161,NA,NA,NA,NA,NA,NA
067105,29040,0,0,1,0,70,NA,NA,NA,NA,NA,NA
067028,7620,0,56,1,56,102,NA,NA,NA,NA,NA,NA
067014,960,0,0,1,0,133,NA,NA,NA,NA,NA,NA
067008,3100,0,168,1,168,77,NA,NA,NA,NA,NA,NA
067102,24220,0,64,1,64,154,NA,NA,NA,NA,NA,NA
067020,7200,0,0,1,0,63,NA,NA,NA,NA,NA,NA
067064,12510,0,42,1,42,147,NA,NA,NA,NA,NA,NA
067099,2500,0,184,1,184,147,NA,NA,NA,NA,NA,NA
067073,1850,0,40,1,40,63,NA,NA,NA,NA,NA,NA
067013,4660,0,0,1,0,91,6,5,50,1,1,0
067094,1020,0,54,1,54,115,10,9,51,1,0,0
067062,12250,0,100,1,100,155,9,7,62,1,0,0
067078,0,0,14,1,14,42,6,2,37,0,0,1
067065,1160,0,48,1,48,28,6,6,67,1,0,0
067084,0,0,0,1,0,42,2,2,57,0,0,0
067003,60,0,0,1,0,0,7,2,65,1,0,0
067043,3075,0,0,1,0,49,3,3,NA,1,0,0
067033,1200,0,56,1,56,140,11,6,54,0,1,0
067053,1200,0,0,1,0,90,7,4,41,1,0,0
067067,3600,0,0,1,0,42,2,2,19,1,0,0
067055,13290,0,0,1,0,36,5,2,55,1,0,1
067086,9880,0,153,1,153,77,8,5,50,1,0,0
067066,0,0,0,1,0,35,3,1,NA,0,0,0
067041,2710,0,0,1,0,80,8,6,62,1,0,0
067068,220,0,148,1,193,60,7,5,53,1,0,0
067075,110,0,0,1,0,0,2,2,94,1,0,0
067046,3280,0,48,1,48,49,4,3,58,1,0,0
067069,0,0,48,1,48,112,6,4,38,0,0,0
067009,3600,0,99,1,99,84,9,6,64,1,0,0
067004,0,0,0,1,0,79,9,6,65,0,0,0
067051,9620,0,0,1,0,132,10,7,66,1,0,0
067023,0,0,0,1,0,0,1,0,NA,0,0,0
067082,3530,0,0,1,0,84,7,4,49,1,0,0
067100,78775,0,40,1,40,98,10,6,53,1,1,1
067029,670,0,24,1,24,112,7,6,78,1,0,0
067045,3600,0,162,1,162,72,8,8,66,1,1,0
073005,21010,0,0,0,0,82,NA,NA,NA,NA,NA,NA
073063,7780,0,0,0,0,133,NA,NA,NA,NA,NA,NA
073069,8340,0,0,0,0,147,NA,NA,NA,NA,NA,NA
073001,19900,0,60,0,60,273,NA,NA,NA,NA,NA,NA
073081,5100,0,35,0,35,63,8,6,29,1,0,0
073038,5120,0,40,0,40,140,15,6,74,1,0,1
073034,0,0,0,0,0,70,6,5,59,1,0,1
073019,2880,0,0,0,0,56,7,2,38,1,0,1
073074,1080,0,0,0,0,49,5,2,42,1,0,1
073010,25500,0,48,0,48,105,7,4,39,1,0,1
073048,8270,0,56,0,56,105,10,7,87,1,0,1
073035,11100,0,84,0,84,161,8,7,50,1,0,0
073045,0,0,0,0,0,56,4,4,51,1,0,1
073056,21590,0,0,0,0,119,7,6,56,1,0,0
073058,0,0,0,0,0,63,7,4,46,1,0,1
073065,690,0,0,0,0,91,2,2,40,1,0,1
073077,9300,0,42,0,42,0,6,2,39,1,0,1
073053,3600,0,32,0,82,57,7,5,56,1,0,1
073070,0,0,0,0,0,91,8,5,63,0,0,0
073008,4230,0,0,0,0,175,8,7,31,1,0,1
073051,3600,0,0,0,32,56,6,4,72,1,0,1
073061,585,0,0,0,0,259,13,8,41,1,0,1
073084,15900,0,96,0,96,56,7,4,43,1,0,0
073007,63600,0,32,0,32,98,6,5,52,1,1,1
073029,10050,0,35,0,35,98,8,7,75,0,0,1
073003,150300,0,0,0,0,56,6,2,40,1,1,0
072003,20900,0,0,1,60,112,NA,NA,NA,NA,NA,NA
072058,10490,0,0,1,0,35,NA,NA,NA,NA,NA,NA
072042,27420,0,0,1,0,77,NA,NA,NA,NA,NA,NA
072029,2450,0,114,1,114,56,NA,NA,NA,NA,NA,NA
072049,1360,0,0,1,0,271,NA,NA,NA,NA,NA,NA
072052,300,0,48,1,48,0,NA,NA,NA,NA,NA,NA
072086,6810,0,0,1,0,0,NA,NA,NA,NA,NA,NA
072056,2820,0,0,1,0,42,NA,NA,NA,NA,NA,NA
072023,0,0,45,1,99,21,NA,NA,NA,NA,NA,NA
072083,23600,0,0,1,40,112,NA,NA,NA,NA,NA,NA
072047,51600,0,0,1,0,126,NA,NA,NA,NA,NA,NA
072082,0,0,21,1,21,42,NA,NA,NA,NA,NA,NA
072007,0,0,0,1,0,63,NA,NA,NA,NA,NA,NA
068020,0,0,0,1,42,80,NA,NA,NA,NA,NA,NA
072028,0,0,0,1,48,56,NA,NA,NA,NA,NA,NA
072044,0,0,21,1,21,56,NA,NA,NA,NA,NA,NA
072017,0,0,50,1,50,42,NA,NA,NA,NA,NA,NA
072078,0,0,0,1,63,35,NA,NA,NA,NA,NA,NA
072069,7420,0,0,1,0,0,NA,NA,NA,NA,NA,NA
072025,0,0,0,1,0,42,NA,NA,NA,NA,NA,NA
072054,6000,0,54,1,54,161,NA,NA,NA,NA,NA,NA
072039,960,0,48,1,102,112,NA,NA,NA,NA,NA,NA
072048,0,0,48,1,48,0,NA,NA,NA,NA,NA,NA
072021,0,0,48,1,48,56,NA,NA,NA,NA,NA,NA
