ident,expense_total,income_assetsales,hours_outside_age16_65,treatment,hours_outside_age6_65,hours_chores_age6_65,members_resid,nadults_resid,head_age,act_livestock,act_business,borrowed_total
170065,2040,0,36,0,90,63,NA,NA,NA,NA,NA,NA
169082,4390,0,0,0,0,28,NA,NA,NA,NA,NA,NA
172005,62440,0,0,0,0,42,NA,NA,NA,NA,NA,NA
172060,0,0,0,0,0,54,NA,NA,NA,NA,NA,NA
172066,867,0,0,0,0,0,1,1,78,0,0,0
172053,1820,0,60,0,60,49,4,4,37,0,0,0
172068,0,0,70,0,70,0,3,2,25,0,0,0
170080,1150,0,0,0,54,36,4,2,35,0,0,1
169038,1650,0,0,0,0,14,5,3,30,1,0,1
170021,240,0,102,0,102,30,5,3,42,0,1,1
170040,480,0,0,0,0,28,3,2,37,0,1,0
170004,400,0,54,0,108,48,7,5,50,0,0,0
169001,1450,0,0,0,0,21,7,4,47,1,0,0
172089,9140,0,0,0,0,49,5,3,43,1,0,0
172050,10560,0,0,0,48,35,5,2,38,1,0,1
169074,1950,0,0,0,0,0,4,2,38,1,0,0
172072,950,0,150,0,150,56,6,5,32,1,0,0
170063,3000,0,0,0,0,21,3,2,28,1,1,0
172090,32040,0,0,0,0,56,4,3,33,0,1,0
172081,1550,0,70,0,70,21,9,7,51,1,0,1
172031,0,0,84,0,84,28,4,4,62,0,0,0
172056,4620,0,40,0,40,63,5,5,66,0,0,0
172016,3600,0,0,0,0,35,6,5,48,1,0,0
172037,0,0,0,0,0,21,6,3,37,0,0,0
172022,0,0,48,0,48,63,3,3,52,0,0,1
172061,7420,0,48,0,48,63,3,3,40,1,0,0
172052,1800,0,0,0,32,52,6,3,43,1,0,0
173041,790,0,0,1,0,42,NA,NA,NA,NA,NA,NA
173076,3470,0,208,1,208,90,NA,NA,NA,NA,NA,NA
173090,0,0,0,1,60,44,NA,NA,NA,NA,NA,NA
173004,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
173074,2400,0,0,1,0,54,5,4,43,0,1,1
171096,1320,0,0,1,0,14,5,4,67,1,0,0
171082,0,0,0,1,70,49,6,3,45,1,0,0
171097,0,0,56,1,56,42,4,2,37,0,0,0
173028,108000,0,0,1,0,14,4,2,29,0,1,0
171009,5040,0,48,1,96,48,5,3,50,1,0,0
171062,0,0,0,1,0,0,2,1,NA,0,0,0
171077,0,0,48,1,48,35,3,2,67,0,0,0
173075,3720,0,42,1,42,91,4,4,44,0,0,0
171095,24370,0,48,1,48,42,3,3,62,1,0,0
171091,910,0,60,1,114,42,7,5,37,1,0,0
171002,1250,0,70,1,70,56,5,3,53,1,0,0
171086,0,0,0,1,0,30,5,2,34,1,0,0
171022,0,0,54,1,54,0,4,2,32,0,0,0
171037,14620,0,0,1,0,28,4,4,53,1,0,0
171056,0,0,0,1,0,21,5,2,50,0,0,0
171079,2,0,0,1,0,28,1,1,64,0,0,0
171034,4560,0,0,1,48,49,5,2,47,1,0,1
171035,0,0,0,1,0,42,4,3,43,0,0,1
171039,0,0,70,1,70,21,7,4,37,0,0,0
173024,1320,0,0,1,48,42,5,2,39,1,0,0
171068,0,0,0,1,40,14,4,2,39,0,0,0
222058,16400,0,0,0,0,120,NA,NA,NA,NA,NA,NA
222102,4800,0,63,0,63,175,NA,NA,NA,NA,NA,NA
222012,0,0,0,0,0,112,NA,NA,NA,NA,NA,NA
222095,0,0,56,0,104,56,NA,NA,NA,NA,NA,NA
222072,0,0,56,0,56,63,NA,NA,NA,NA,NA,NA
222025,0,0,0,0,0,0,3,2,23,0,0,0
222109,0,0,0,0,0,35,3,2,40,0,0,0
222037,0,0,0,0,0,86,7,6,45,0,0,0
222069,0,0,0,0,0,7,3,2,36,0,0,0
222046,0,0,0,0,0,56,4,2,31,0,0,0
222098,0,0,0,0,48,56,5,2,40,0,0,0
222086,0,0,56,0,56,21,1,1,43,0,0,0
222107,0,0,24,0,24,21,1,1,42,0,0,0
222031,17440,0,0,0,0,84,8,5,52,1,0,0
222106,12370,0,48,0,96,42,7,5,50,1,0,0
222001,0,0,0,0,0,56,4,2,36,0,0,0
222093,0,0,0,0,0,56,3,2,26,0,0,0
222085,0,0,0,0,0,28,2,2,66,0,0,0
222021,1440,0,0,0,56,112,9,7,50,1,0,0
222104,2640,0,144,0,192,42,9,6,53,1,0,0
222038,0,0,0,0,0,35,2,2,34,0,0,0
222006,5500,0,0,0,0,76,6,6,77,1,0,0
222110,3000,0,0,0,0,63,7,6,75,1,0,0
222074,0,0,56,0,56,56,3,2,22,0,0,0
222061,0,0,60,0,60,0,4,2,36,0,0,0
222079,14560,0,0,0,0,28,2,2,32,1,0,0
222088,0,0,70,0,70,42,3,2,41,0,0,0
222051,0,0,14,0,14,21,1,1,27,0,0,0
222068,0,0,0,0,0,0,1,1,70,0,0,0
222077,34800,0,0,0,0,42,5,2,42,0,1,0
222044,0,0,108,0,108,84,10,7,64,0,0,0
223064,0,0,48,1,48,112,NA,NA,NA,NA,NA,NA
223011,76146,0,14,1,14,175,NA,NA,NA,NA,NA,NA
223035,49000,0,0,1,0,56,NA,NA,NA,NA,NA,NA
223091,5800,0,112,1,112,35,NA,NA,NA,NA,NA,NA
223077,22540,0,0,1,0,35,NA,NA,NA,NA,NA,NA
223039,41700,0,0,1,0,74,6,4,53,1,1,0
223069,0,0,0,1,0,28,4,2,3,0,0,0
223099,18400,0,0,1,0,42,2,2,48,1,0,0
223081,0,0,0,1,0,0,3,2,34,0,0,0
223060,0,0,0,1,0,0,5,2,40,1,0,0
223050,0,0,0,1,0,42,3,2,31,0,0,0
223048,0,0,24,1,24,56,8,2,47,1,0,0
223001,72100,0,0,1,0,0,6,2,37,1,0,0
223076,0,0,0,1,0,35,2,2,43,1,0,0
223009,29900,0,0,1,0,76,7,7,56,1,0,0
223054,0,0,0,1,0,21,2,2,65,0,0,0
223002,61020,0,0,1,0,84,7,7,52,1,0,0
223034,0,0,0,1,0,56,5,2,34,0,1,0
223102,0,0,60,1,60,42,3,2,30,0,0,0
223074,9640,0,0,1,0,42,7,2,42,1,0,0
223063,0,0,0,1,0,70,7,4,78,1,0,0
223020,0,0,0,1,0,56,7,2,43,0,0,0
223083,6740,0,88,1,88,56,9,9,74,1,0,0
223041,0,0,56,1,56,84,6,2,43,1,0,0
223036,0,0,0,1,0,42,3,2,27,0,0,0
223027,50280,0,96,1,96,108,9,7,56,1,0,0
223116,0,0,0,1,0,35,4,2,49,1,0,0
223104,0,0,0,1,0,0,3,2,55,0,0,0
223098,17000,0,0,1,0,56,6,2,45,1,0,0
223018,0,0,40,1,40,35,4,2,39,0,0,0
223108,0,0,60,1,60,42,3,2,26,0,0,0
223042,0,0,0,1,0,56,5,2,34,0,0,0
223010,0,0,0,1,0,42,4,2,30,0,0,1
047019,26400,0,96,0,96,28,8,5,49,1,0,0
047026,10640,0,0,0,0,14,3,3,54,1,1,1
047037,1180,0,0,0,0,66,9,3,45,1,0,0
047071,15360,0,98,0,98,72,8,5,52,1,0,0
047077,2500,0,54,0,54,38,6,3,41,0,0,1
047040,1880,0,0,0,0,28,5,2,26,1,0,0
047056,9900,0,0,0,0,45,6,2,35,0,1,0
047054,2030,0,0,0,0,64,5,4,53,1,0,1
047064,28400,0,28,0,28,34,9,7,34,1,0,1
047053,1350,0,42,0,46,48,7,2,52,1,0,1
047011,33040,0,0,0,0,50,8,5,52,1,1,1
047012,6480,0,0,0,0,35,4,2,57,1,1,0
047070,4280,0,91,0,91,110,10,5,29,1,0,1
047083,3150,0,148,0,148,76,7,7,59,1,1,1
047014,19690,0,0,0,0,28,4,2,53,0,1,0
047036,0,0,45,0,45,12,2,2,35,0,0,0
048045,69260,0,0,1,0,34,6,3,38,1,1,1
048058,3150,0,0,1,0,54,7,5,58,1,0,1
048069,300,0,30,1,30,42,7,4,54,1,0,1
048006,3750,0,0,1,0,104,7,2,48,1,1,1
048036,10206,0,42,1,42,42,6,4,55,1,0,1
048042,14600,0,108,1,108,56,7,6,31,1,0,1
048077,53300,0,40,1,40,77,11,6,72,1,1,1
048018,8860,0,42,1,42,77,5,4,62,1,0,1
048049,49920,0,42,1,42,135,8,6,28,1,0,1
048075,14800,0,54,1,54,77,7,3,32,1,0,0
048015,2460,0,0,1,0,56,7,5,45,1,0,0
048037,415,0,48,1,48,64,8,5,49,1,1,1
048012,5340,0,42,1,42,75,8,3,43,1,0,0
048096,9490,0,22,1,22,61,10,5,47,1,0,0
048056,24900.4,0,108,1,108,78,9,6,57,1,0,0
205001,300,0,0,0,0,42,NA,NA,NA,NA,NA,NA
205060,850,0,48,0,48,56,NA,NA,NA,NA,NA,NA
205061,1000,0,30,0,30,56,NA,NA,NA,NA,NA,NA
205071,264012,0,0,0,0,63,6,3,41,0,1,0
205108,350,0,48,0,48,56,6,5,50,0,0,0
205064,1300,0,0,0,0,0,2,2,83,1,0,1
205048,1700,0,0,0,0,42,5,4,NA,1,0,0
205104,133282,0,48,0,48,0,7,6,94,1,0,0
205045,1200,0,48,0,48,86,6,6,58,1,0,0
205022,3600,0,0,0,0,0,2,2,36,1,0,0
205096,9600,0,48,0,48,84,6,5,52,1,0,0
205034,18200,0,0,0,0,91,5,5,34,1,1,0
205049,600,0,16,0,16,45,5,2,36,1,0,0
205036,0,0,24,0,24,161,8,7,45,0,0,0
205017,0,0,25,0,25,32,3,1,46,0,0,0
205012,620,0,0,0,0,84,6,5,60,0,0,0
205091,1400,0,84,0,84,56,5,3,48,1,0,0
205105,2500,0,64,0,64,86,10,7,43,1,0,0
205032,300,0,48,0,48,56,7,4,44,1,0,0
205055,830,0,72,0,72,49,6,5,55,1,0,1
205011,0,0,1,0,1,0,6,2,44,0,0,0
205004,14200,0,8,0,8,56,4,4,45,1,0,0
205062,1200,0,103,0,145,84,9,6,56,1,0,0
205069,19800,0,0,0,0,77,6,2,41,1,1,0
205065,0,0,64,0,64,91,8,7,58,0,0,1
205083,41150,0,96,0,96,84,11,9,51,1,1,0
204004,400,0,0,1,0,84,NA,NA,NA,NA,NA,NA
204107,0,0,0,1,0,14,NA,NA,NA,NA,NA,NA
204090,11580,0,56,1,56,51,NA,NA,NA,NA,NA,NA
204019,0,0,0,1,0,60,NA,NA,NA,NA,NA,NA
204027,0,0,0,1,0,28,5,4,42,0,0,0
204073,252600,0,87,1,87,126,11,8,59,1,1,0
204025,0,0,0,1,0,28,5,4,65,0,0,0
204081,20080,0,0,1,0,59,6,5,45,0,1,0
204093,0,0,0,1,0,35,2,2,77,0,0,0
204114,0,0,0,1,0,133,6,6,70,0,0,0
204112,13600,0,96,1,96,35,7,5,62,1,0,0
204086,0,0,54,1,54,35,4,2,43,0,0,0
204053,6480,0,48,1,48,35,5,2,41,1,0,0
204110,118800,0,48,1,48,42,3,2,41,0,1,1
204079,3110,0,0,1,0,29,2,2,61,1,0,0
204088,0,0,108,1,108,28,5,4,52,0,0,0
204105,0,0,142,1,142,70,11,6,70,0,0,0
204039,60555,0,0,1,0,42,3,3,32,0,1,1
204103,16400,0,0,1,0,80,8,6,37,1,1,0
204089,16320,0,0,1,0,56,4,2,61,0,1,1
204063,700,0,24,1,24,112,7,5,50,1,0,0
204035,10200,0,30,1,30,91,10,9,63,1,0,0
204062,100,0,0,1,0,35,5,3,77,1,0,0
204092,0,0,60,1,60,28,4,2,30,0,0,0
204080,46800,0,0,1,0,42,11,10,77,1,0,0
204077,7950,0,0,1,0,103,8,8,35,1,1,0
112006,3540,0,0,0,0,56,NA,NA,NA,NA,NA,NA
112083,11700,0,0,0,0,70,NA,NA,NA,NA,NA,NA
112077,0,0,48,0,48,42,NA,NA,NA,NA,NA,NA
112064,138350,0,0,0,0,98,NA,NA,NA,NA,NA,NA
112026,1800,0,0,0,0,66,7,3,47,1,0,0
112059,3940,0,0,0,0,84,5,5,64,1,0,0
112001,6000,0,0,0,0,42,6,4,85,1,0,0
112022,18960,0,56,0,56,58,6,4,32,1,0,0
112035,0,0,0,0,0,0,1,1,77,0,0,0
112014,34870,0,0,0,0,42,4,3,47,1,0,0
112057,0,0,0,0,0,0,1,1,87,0,0,0
112067,480,0,50,0,50,42,4,2,34,1,0,0
112085,0,0,0,0,0,58,7,2,40,1,0,0
112073,3460,0,56,0,56,28,3,3,57,1,0,0
112007,300,0,32,0,32,42,3,2,32,1,0,0
112061,9000,0,0,0,0,59,11,5,62,1,0,0
112033,37240,0,0,0,0,105,7,6,55,1,0,0
112045,6260,0,56,0,56,84,7,4,55,1,0,0
112041,0,0,56,0,56,42,5,3,37,0,0,0
112084,3750,0,0,0,0,42,3,2,29,0,0,0
112013,13300,0,208,0,208,56,9,4,43,1,0,0
112072,8250,0,56,0,56,70,7,5,39,1,0,0
112048,5640,0,0,0,0,0,2,2,73,1,0,0
112042,1320,0,0,0,0,84,6,3,47,1,0,1
112068,0,0,0,0,0,42,2,1,58,0,0,0
114063,5000,0,0,1,0,146,NA,NA,NA,NA,NA,NA
114017,16300,0,0,1,0,76,NA,NA,NA,NA,NA,NA
114038,68400,0,0,1,0,45,NA,NA,NA,NA,NA,NA
114081,12200,0,0,1,0,6,NA,NA,NA,NA,NA,NA
114016,0,0,30,1,30,21,1,1,25,0,0,0
114022,14030,0,0,1,0,50,5,3,57,1,0,0
114004,27200,0,0,1,0,70,4,4,58,1,0,0
114072,0,0,0,1,0,49,5,4,48,1,0,0
114032,48500,0,0,1,0,91,11,6,37,1,1,0
114026,0,0,0,1,0,0,9,7,82,0,0,0
114008,1720,0,0,1,0,126,NA,NA,NA,NA,NA,NA
114057,0,0,0,1,0,42,2,2,62,1,0,0
114064,5140,0,0,1,0,56,3,2,82,1,0,0
114080,127180,0,0,1,0,78,10,7,58,1,1,0
114044,2484,0,0,1,0,16,5,4,57,1,0,0
114076,1820,0,0,1,0,0,1,1,67,1,0,1
114061,1431,0,0,1,0,63,6,2,55,1,0,0
114046,0,0,NA,1,NA,NA,0,0,NA,0,0,0
114005,1780,0,0,1,0,63,5,4,87,1,0,1
114028,21200,0,48,1,48,68,8,8,82,1,0,0
117061,43360,0,54,0,54,126,NA,NA,NA,NA,NA,NA
117095,4880,0,0,0,0,42,NA,NA,NA,NA,NA,NA
117081,5920,0,0,0,0,126,NA,NA,NA,NA,NA,NA
117097,750,0,48,0,48,42,NA,NA,NA,NA,NA,NA
117105,5250,0,0,0,0,70,NA,NA,NA,NA,NA,NA
117005,300,0,0,0,0,53,NA,NA,NA,NA,NA,NA
117001,7300,0,0,0,0,42,NA,NA,NA,NA,NA,NA
117109,7130,0,0,0,0,56,NA,NA,NA,NA,NA,NA
117012,3750,0,0,0,0,74,NA,NA,NA,NA,NA,NA
117104,5800,0,0,0,0,70,NA,NA,NA,NA,NA,NA
117058,4130,0,0,0,0,42,NA,NA,NA,NA,NA,NA
117096,8930,0,88,0,88,112,NA,NA,NA,NA,NA,NA
117029,3200,0,70,0,70,70,NA,NA,NA,NA,NA,NA
117025,0,0,8,0,8,56,NA,NA,NA,NA,NA,NA
117085,33350,0,4,0,4,58,NA,NA,NA,NA,NA,NA
117015,6450,0,0,0,0,70,NA,NA,NA,NA,NA,NA
117077,700,0,24,0,24,56,NA,NA,NA,NA,NA,NA
117026,88880,0,0,0,0,70,NA,NA,NA,NA,NA,NA
117103,3600,0,32,0,32,28,NA,NA,NA,NA,NA,NA
117030,26350,0,3,0,3,44,NA,NA,NA,NA,NA,NA
117047,675,0,0,0,0,56,NA,NA,NA,NA,NA,NA
117062,3390,0,70,0,70,45,NA,NA,NA,NA,NA,NA
117027,10150,0,0,0,0,105,NA,NA,NA,NA,NA,NA
117053,5240,0,156,0,156,63,NA,NA,NA,NA,NA,NA
117021,350,0,0,0,0,56,NA,NA,NA,NA,NA,NA
117099,2670,0,0,0,0,70,NA,NA,NA,NA,NA,NA
117023,0,0,30,0,30,35,1,1,NA,0,0,0
117035,6900,0,9,0,57,126,NA,NA,NA,NA,NA,NA
117013,7160,0,84,0,84,70,4,4,64,1,0,0
117060,66600,0,140,0,140,24,9,6,43,1,1,0
117106,150,0,0,0,0,35,2,2,59,0,0,0
117040,0,0,48,0,48,42,NA,NA,NA,NA,NA,NA
117083,1360,0,8,0,8,42,6,3,50,1,0,1
117020,250,0,0,0,0,28,4,2,35,1,0,0
117048,250,0,0,0,0,70,NA,NA,NA,NA,NA,NA
117050,2100,0,49,0,49,42,6,4,36,1,0,1
117063,4450,0,0,0,0,42,NA,NA,NA,NA,NA,NA
117093,0,0,0,0,0,0,1,1,67,0,0,0
117066,500,0,0,0,0,28,3,2,42,0,0,0
117070,3560,0,0,0,0,42,5,4,63,1,0,0
117078,0,0,24,0,24,21,1,1,28,0,0,0
117011,1000,0,0,0,0,56,3,2,30,1,0,0
117092,5060,0,0,0,0,63,NA,NA,NA,NA,NA,NA
117071,1300,0,0,0,0,56,5,3,84,1,0,1
117007,450,0,60,0,60,70,5,2,58,1,0,0
117076,49000,0,56,0,56,56,NA,NA,NA,NA,NA,NA
117086,3530,0,0,0,0,48,5,3,51,1,0,1
117049,0,0,30,0,30,28,1,1,27,0,0,0
117090,3500,0,0,0,0,28,2,2,57,1,1,0
117054,9550,0,0,0,0,42,2,2,70,1,0,0
117004,355,0,48,0,48,77,8,5,40,1,0,0
117044,2640,0,0,0,0,72,6,3,67,1,0,0
113034,14690,0,0,1,0,32,NA,NA,NA,NA,NA,NA
113022,38200,0,0,1,0,111,NA,NA,NA,NA,NA,NA
113027,0,0,0,1,0,56,NA,NA,NA,NA,NA,NA
113003,12900,0,88,1,88,238,NA,NA,NA,NA,NA,NA
113050,1305,0,60,1,60,60,NA,NA,NA,NA,NA,NA
113014,550,0,112,1,112,84,NA,NA,NA,NA,NA,NA
113030,7090,0,40,1,40,57,NA,NA,NA,NA,NA,NA
113013,1400,0,0,1,0,48,NA,NA,NA,NA,NA,NA
113032,1700,0,40,1,40,49,NA,NA,NA,NA,NA,NA
113008,940,0,24,1,24,70,NA,NA,NA,NA,NA,NA
113005,1800,0,0,1,0,50,NA,NA,NA,NA,NA,NA
113052,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
113046,2600,0,0,1,0,54,NA,NA,NA,NA,NA,NA
113040,11950,0,91,1,91,42,NA,NA,NA,NA,NA,NA
113042,3375,0,56,1,56,70,NA,NA,NA,NA,NA,NA
113010,1100,0,14,1,14,48,NA,NA,NA,NA,NA,NA
113028,3700,0,40,1,40,119,NA,NA,NA,NA,NA,NA
113009,4220,0,56,1,56,60,NA,NA,NA,NA,NA,NA
113011,200,0,56,1,56,42,NA,NA,NA,NA,NA,NA
113041,66600,0,0,1,0,49,NA,NA,NA,NA,NA,NA
113004,5290,0,0,1,0,140,NA,NA,NA,NA,NA,NA
113020,450,0,0,1,0,126,NA,NA,NA,NA,NA,NA
113019,90600,0,0,1,0,66,NA,NA,NA,NA,NA,NA
113047,800,0,56,1,56,42,NA,NA,NA,NA,NA,NA
113006,2420,0,0,1,0,70,NA,NA,NA,NA,NA,NA
113002,7000,0,40,1,40,90,NA,NA,NA,NA,NA,NA
113039,52260,0,0,1,0,56,NA,NA,NA,NA,NA,NA
113049,650,0,24,1,24,84,NA,NA,NA,NA,NA,NA
113021,24300,0,0,1,0,28,NA,NA,NA,NA,NA,NA
113016,41650,0,0,1,0,84,6,4,58,1,0,0
113012,1700,0,0,1,0,56,6,4,47,1,0,0
113029,2360,0,0,1,0,60,7,4,28,1,0,0
113037,32920,0,70,1,70,182,7,4,57,1,1,0
113007,7700,0,60,1,60,85,6,4,62,1,0,0
113044,0,0,96,1,96,15,4,2,29,0,0,1
113048,2800,0,56,1,56,38,7,6,48,1,0,1
113025,290,0,0,1,0,112,10,4,37,0,0,0
113038,450,0,0,1,0,42,9,7,52,1,0,0
113045,1660,0,0,1,0,84,4,4,62,1,0,0
113015,915,0,147,1,147,56,5,3,34,1,0,0
113043,33820,0,16,1,16,88,11,7,59,1,0,0
113023,0,0,60,1,60,42,3,2,30,0,0,1
113035,0,0,36,1,36,35,1,1,26,0,0,1
113001,4910,0,0,1,0,112,3,3,67,1,0,1
113036,1650,0,24,1,24,91,9,6,52,1,0,0
113026,1830,0,56,1,56,84,6,4,44,1,0,1
064065,0,0,0,0,0,56,NA,NA,NA,NA,NA,NA
064072,18050,0,0,0,0,77,NA,NA,NA,NA,NA,NA
064100,6400,0,0,0,0,140,NA,NA,NA,NA,NA,NA
064086,59880,0,0,0,0,98,NA,NA,NA,NA,NA,NA
064044,8800,0,0,0,0,154,NA,NA,NA,NA,NA,NA
064043,28660,0,108,0,108,161,NA,NA,NA,NA,NA,NA
064011,32240,0,56,0,56,126,NA,NA,NA,NA,NA,NA
064010,1244200,0,0,0,0,126,NA,NA,NA,NA,NA,NA
064031,9744,0,0,0,0,56,NA,NA,NA,NA,NA,NA
064057,52960,0,60,0,60,161,NA,NA,NA,NA,NA,NA
064037,1260,0,50,0,110,217,8,7,42,0,0,0
064073,0,0,0,0,32,0,5,2,40,1,0,1
064083,0,0,56,0,56,84,5,5,50,0,0,0
064062,67520,0,112,0,112,126,11,8,53,1,1,1
064053,0,0,0,0,56,56,6,3,39,1,0,0
064047,10800,0,84,0,84,112,6,6,24,1,0,0
064108,300,0,0,0,0,56,4,2,30,0,0,0
064006,2500,0,120,0,120,182,7,6,65,1,0,0
064032,7544,0,0,0,0,28,6,2,45,1,0,1
064012,0,0,0,0,42,84,5,3,44,1,0,0
064069,300,0,56,0,56,56,5,4,33,0,0,1
064102,0,0,56,0,56,0,5,2,39,1,0,0
064054,3240,0,60,0,150,35,9,5,37,1,0,0
064005,5144,0,56,0,56,56,6,5,41,1,0,1
064050,0,0,42,0,42,42,4,2,28,0,0,1
064063,0,0,0,0,0,42,5,2,39,0,1,1
064036,0,0,0,0,60,168,7,2,34,0,0,0
064105,5044,0,56,0,56,56,8,6,46,1,0,0
064078,2350,0,0,0,0,28,3,2,32,1,0,1
064021,4680,0,190,0,190,0,6,6,59,1,0,0
064049,8800,0,0,0,0,84,5,4,49,1,0,0
064001,31000,0,0,0,0,168,14,9,58,1,0,0
064113,0,0,112,0,112,70,6,6,57,1,0,0
064092,7544,0,0,0,49,49,6,5,46,1,0,1
064046,0,0,112,0,224,70,7,4,40,0,0,1
064039,11600,0,0,0,0,0,8,3,47,1,1,1
064015,16340,0,0,0,0,196,7,4,43,1,0,0
064056,0,0,56,0,56,0,4,2,34,0,0,0
065074,20000,0,56,1,56,84,NA,NA,NA,NA,NA,NA
065003,23700,0,0,1,0,70,NA,NA,NA,NA,NA,NA
065019,19760,0,0,1,0,119,NA,NA,NA,NA,NA,NA
065023,139580,0,0,1,0,112,NA,NA,NA,NA,NA,NA
065085,10297,0,56,1,56,21,NA,NA,NA,NA,NA,NA
065107,7094,0,0,1,0,81,NA,NA,NA,NA,NA,NA
065027,23500,0,0,1,0,126,NA,NA,NA,NA,NA,NA
065022,45244,0,0,1,0,105,NA,NA,NA,NA,NA,NA
065018,44400,0,14,1,14,112,NA,NA,NA,NA,NA,NA
065105,7200,0,49,1,49,56,NA,NA,NA,NA,NA,NA
065011,17050,0,56,1,56,154,NA,NA,NA,NA,NA,NA
065059,6240,0,168,1,168,0,4,4,65,1,0,1
065001,37900,0,0,1,0,126,6,3,41,1,0,0
065070,6280,0,154,1,154,105,12,8,25,1,0,1
065041,12500,0,0,1,0,77,7,4,47,1,0,0
065096,2400,0,20,1,20,42,7,4,54,0,0,0
065100,10364,0,0,1,0,21,5,2,31,1,0,1
065002,1980,0,NA,1,NA,NA,6,4,50,0,0,0
065073,23800,0,48,1,48,189,15,8,82,1,0,0
065061,3666,0,0,1,0,56,7,4,43,1,0,0
065050,123300,0,0,1,120,84,8,3,47,1,1,0
065110,0,0,42,1,42,42,5,2,45,1,0,1
065109,2400,0,0,1,88,98,8,6,56,1,0,1
065084,7370,0,0,1,0,91,8,6,42,0,0,1
065090,2934,0,140,1,140,31,7,6,58,1,0,0
065088,1600,0,88,1,88,56,8,6,27,0,0,0
065093,13600,0,168,1,168,133,14,13,68,0,0,0
065104,5940,0,0,1,0,21,6,3,45,1,0,0
065099,66790,0,112,1,112,63,11,7,60,1,0,1
065007,12360,0,0,1,0,63,6,4,47,1,0,1
065008,18110,0,56,1,56,42,3,2,34,1,0,1
065089,7044,0,0,1,0,63,15,8,71,1,0,1
065115,12950,0,0,1,0,28,5,4,50,1,0,0
065052,15990,0,112,1,112,56,6,5,52,0,0,0
065057,1344,0,56,1,56,0,6,3,37,1,0,1
065012,59700,0,0,1,0,133,10,9,64,1,0,0
065063,16640,0,48,1,48,49,6,5,58,1,0,0
065045,0,0,0,1,0,84,6,2,38,0,0,0
065069,24000,0,112,1,112,126,10,7,57,1,0,0
065035,77160,0,96,1,96,91,14,11,72,1,0,0
065111,22710,0,0,1,60,112,7,3,42,1,0,0
100038,1000,0,84,0,84,50,NA,NA,NA,NA,NA,NA
100033,1550,0,80,0,120,49,NA,NA,NA,NA,NA,NA
100017,0,0,72,0,72,91,NA,NA,NA,NA,NA,NA
100018,31900,0,56,0,56,98,NA,NA,NA,NA,NA,NA
100037,6300,0,0,0,0,58,8,8,60,1,0,0
100014,37000,0,112,0,112,126,11,8,58,1,0,0
100009,52800,0,0,0,0,98,6,5,58,1,1,0
100023,0,0,0,0,0,42,4,1,NA,0,0,0
100020,79820,0,0,0,0,147,11,7,63,1,0,0
100022,48390,0,0,0,0,96,11,11,63,1,0,0
100043,0,0,0,0,0,28,5,1,35,1,0,0
100001,0,0,0,0,0,49,6,3,47,1,0,0
100031,96000,0,0,0,0,7,1,1,33,0,1,0
100040,71140,0,0,0,0,21,4,4,64,1,0,0
100029,5860,0,24,0,24,100,10,9,66,1,0,1
100007,29020,0,0,0,0,112,8,3,71,1,0,0
099013,36170,0,0,1,0,49,NA,NA,NA,NA,NA,NA
099031,20680,0,0,1,0,49,NA,NA,NA,NA,NA,NA
099027,57000,0,108,1,108,98,NA,NA,NA,NA,NA,NA
099060,0,0,0,1,0,56,6,2,38,1,0,0
099001,0,0,0,1,0,63,4,2,40,1,0,0
099010,240,0,0,1,0,32,4,4,29,1,0,0
099016,6300,0,0,1,0,53,9,6,NA,1,0,0
099038,10900,0,0,1,0,0,1,1,45,1,0,0
099064,645400,0,0,1,0,71,11,6,45,1,1,1
099011,44295,0,0,1,0,126,8,7,70,1,0,1
099046,112500,0,0,1,0,70,7,5,38,1,1,0
099026,60,0,0,1,0,50,4,4,28,1,0,0
099030,26340,0,0,1,0,119,11,8,47,1,1,0
099028,79935,0,0,1,0,95,10,6,44,1,0,0
099024,1019700,0,0,1,0,112,9,7,52,1,1,1
087015,15780,0,0,0,0,98,NA,NA,NA,NA,NA,NA
087018,13340,0,84,0,84,84,NA,NA,NA,NA,NA,NA
087044,21020,0,0,0,35,77,NA,NA,NA,NA,NA,NA
087078,11170,0,0,0,0,91,NA,NA,NA,NA,NA,NA
087065,14340,0,56,0,56,112,NA,NA,NA,NA,NA,NA
087003,22640,0,0,0,56,35,NA,NA,NA,NA,NA,NA
087059,13140,0,0,0,0,49,NA,NA,NA,NA,NA,NA
087066,5040,0,0,0,0,0,NA,NA,NA,NA,NA,NA
087055,38890,0,112,0,112,56,NA,NA,NA,NA,NA,NA
087054,32240,0,0,0,0,35,NA,NA,NA,NA,NA,NA
087056,7750,0,0,0,56,56,NA,NA,NA,NA,NA,NA
087080,0,0,70,0,70,28,4,2,30,0,0,0
087076,49360,0,0,0,0,84,7,6,59,1,0,0
087069,0,0,56,0,56,42,5,2,43,0,0,0
087038,0,0,0,0,0,0,3,2,31,0,1,0
087009,10540,0,0,0,0,14,7,4,43,1,0,0
087012,9090,0,0,0,0,70,6,4,50,1,0,0
087023,0,0,56,0,56,35,4,2,29,0,0,0
087075,15290,0,0,0,0,35,7,4,38,1,0,0
087025,21740,0,0,0,0,63,8,3,50,1,0,0
